token,df_job,df_resume,df_ratio_job,df_ratio_resume,tf_job,tf_resume,tf_total,df_total,df_ratio_total,idf,is_explicit_skill,already_stopword,max_corpus_df_ratio,corpus_balance,stopword_score,reason
计算机科学,1.0,89.0,0.017857142857142856,0.27134146341463417,1.0,89.0,90.0,90.0,0.234375,2.442383827770934,False,False,0.27134146341463417,0.06581059390048154,0.8809535726141792,在单侧语料中高文档频率，可能是模板套话
架构设计,21.0,2.0,0.375,0.006097560975609756,25.0,2.0,27.0,23.0,0.059895833333333336,3.775189503939839,False,False,0.375,0.016260162601626018,0.8807991799761895,在单侧语料中高文档频率，可能是模板套话
基础,22.0,0.0,0.39285714285714285,0.0,23.0,0.0,23.0,22.0,0.057291666666666664,3.8177491183586345,False,False,0.39285714285714285,0.0,0.8739648033456849,在单侧语料中高文档频率，可能是模板套话
计算机相关,22.0,0.0,0.39285714285714285,0.0,22.0,0.0,22.0,22.0,0.057291666666666664,3.8177491183586345,False,False,0.39285714285714285,0.0,0.8622609093805161,在单侧语料中高文档频率，可能是模板套话
性能,19.0,11.0,0.3392857142857143,0.03353658536585366,20.0,11.0,31.0,30.0,0.078125,3.519256129802638,False,False,0.3392857142857143,0.09884467265725289,0.8579809613028592,在单侧语料中高文档频率，可能是模板套话
有限公司,0.0,89.0,0.0,0.27134146341463417,0.0,90.0,90.0,89.0,0.23177083333333334,2.453433663957519,False,False,0.27134146341463417,0.0,0.8567882538292675,在单侧语料中高文档频率，可能是模板套话
平台,16.0,19.0,0.2857142857142857,0.057926829268292686,28.0,19.0,47.0,35.0,0.09114583333333333,3.3697243958316743,False,False,0.2857142857142857,0.2027439024390244,0.8415141221882091,高文档频率且跨简历/岗位均常见
维护,16.0,24.0,0.2857142857142857,0.07317073170731707,18.0,24.0,42.0,40.0,0.10416666666666667,3.2396712675834767,False,False,0.2857142857142857,0.25609756097560976,0.8348029525075954,高文档频率且跨简历/岗位均常见
XX,0.0,85.0,0.0,0.25914634146341464,0.0,93.0,93.0,85.0,0.22135416666666666,2.4988960380342764,False,False,0.25914634146341464,0.0,0.8241647547105647,在单侧语料中高文档频率，可能是模板套话
学历,21.0,0.0,0.375,0.0,22.0,0.0,22.0,21.0,0.0546875,3.8622008809294686,False,False,0.375,0.0,0.8230672316814017,在单侧语料中高文档频率，可能是模板套话
高级,12.0,44.0,0.21428571428571427,0.13414634146341464,12.0,46.0,58.0,56.0,0.14583333333333334,2.9101920664532344,False,False,0.21428571428571427,0.6260162601626017,0.7757266356698685,高文档频率且跨简历/岗位均常见
精通,20.0,1.0,0.35714285714285715,0.003048780487804878,20.0,1.0,21.0,21.0,0.0546875,3.8622008809294686,False,False,0.35714285714285715,0.00853658536585366,0.7755877863152115,在单侧语料中高文档频率，可能是模板套话
熟练掌握,20.0,0.0,0.35714285714285715,0.0,21.0,0.0,21.0,20.0,0.052083333333333336,3.908720896564361,False,False,0.35714285714285715,0.0,0.7727606133395789,在单侧语料中高文档频率，可能是模板套话
中心,19.0,0.0,0.3392857142857143,0.0,19.0,0.0,19.0,19.0,0.049479166666666664,3.9575110607337933,False,False,0.3392857142857143,0.0,0.7114864149690728,在单侧语料中高文档频率，可能是模板套话
需要,19.0,0.0,0.3392857142857143,0.0,19.0,0.0,19.0,19.0,0.049479166666666664,3.9575110607337933,False,False,0.3392857142857143,0.0,0.7114864149690728,在单侧语料中高文档频率，可能是模板套话
工作,18.0,1.0,0.32142857142857145,0.003048780487804878,20.0,1.0,21.0,19.0,0.049479166666666664,3.9575110607337933,False,False,0.32142857142857145,0.009485094850948509,0.6983117249812537,在单侧语料中高文档频率，可能是模板套话
应用,1.0,67.0,0.017857142857142856,0.20426829268292682,1.0,68.0,69.0,68.0,0.17708333333333334,2.719136829690525,False,False,0.20426829268292682,0.08742004264392324,0.6302428046350225,在单侧语料中高文档频率，可能是模板套话
解决,17.0,1.0,0.30357142857142855,0.003048780487804878,17.0,1.0,18.0,18.0,0.046875,4.0088043551213435,False,False,0.30357142857142855,0.010043041606886658,0.628386367505033,在单侧语料中高文档频率，可能是模板套话
处理,13.0,18.0,0.23214285714285715,0.054878048780487805,13.0,18.0,31.0,31.0,0.08072916666666667,3.4875074314880576,False,False,0.23214285714285715,0.23639774859287055,0.620239931385195,高文档频率且跨简历/岗位均常见
博士,16.0,0.0,0.2857142857142857,0.0,17.0,0.0,17.0,16.0,0.041666666666666664,4.1200299902315685,False,False,0.2857142857142857,0.0,0.5780743515792328,在单侧语料中高文档频率，可能是模板套话
某,0.0,63.0,0.0,0.19207317073170732,0.0,67.0,67.0,63.0,0.1640625,2.7943602509281122,False,False,0.19207317073170732,0.0,0.5673179567020314,在单侧语料中高文档频率，可能是模板套话
或,15.0,0.0,0.26785714285714285,0.0,18.0,0.0,18.0,15.0,0.0390625,4.180654612048003,False,True,0.26785714285714285,0.0,0.5520823085937075,在单侧语料中高文档频率，可能是模板套话
分析,11.0,19.0,0.19642857142857142,0.057926829268292686,14.0,19.0,33.0,30.0,0.078125,3.519256129802638,False,False,0.19642857142857142,0.29490022172949004,0.5461558373490885,高文档频率且跨简历/岗位均常见
日常,10.0,27.0,0.17857142857142858,0.08231707317073171,10.0,27.0,37.0,37.0,0.09635416666666667,3.3156571745613985,False,False,0.17857142857142858,0.4609756097560976,0.5445289037883095,高文档频率且跨简历/岗位均常见
熟练,12.0,14.0,0.21428571428571427,0.042682926829268296,13.0,14.0,27.0,26.0,0.06770833333333333,3.657406468283455,False,False,0.21428571428571427,0.19918699186991873,0.5424991489126704,在单侧语料中高文档频率，可能是模板套话
框架,13.0,8.0,0.23214285714285715,0.024390243902439025,13.0,8.0,21.0,21.0,0.0546875,3.8622008809294686,False,False,0.23214285714285715,0.1050656660412758,0.5249117824757873,在单侧语料中高文档频率，可能是模板套话
硕士,15.0,0.0,0.26785714285714285,0.0,15.0,0.0,15.0,15.0,0.0390625,4.180654612048003,False,False,0.26785714285714285,0.0,0.5198603854199589,在单侧语料中高文档频率，可能是模板套话
代码,15.0,0.0,0.26785714285714285,0.0,15.0,0.0,15.0,15.0,0.0390625,4.180654612048003,False,False,0.26785714285714285,0.0,0.5198603854199589,在单侧语料中高文档频率，可能是模板套话
数据库,12.0,10.0,0.21428571428571427,0.03048780487804878,14.0,10.0,24.0,22.0,0.057291666666666664,3.8177491183586345,False,False,0.21428571428571427,0.14227642276422764,0.512272311152805,在单侧语料中高文档频率，可能是模板套话
报表,6.0,45.0,0.10714285714285714,0.13719512195121952,7.0,45.0,52.0,51.0,0.1328125,3.001999615706357,False,False,0.13719512195121952,0.7809523809523808,0.5089098040759535,高文档频率且跨简历/岗位均常见
学院,0.0,57.0,0.0,0.17378048780487804,0.0,57.0,57.0,57.0,0.1484375,2.8928003237413646,False,False,0.17378048780487804,0.0,0.49393803695366495,在单侧语料中高文档频率，可能是模板套话
海量,12.0,7.0,0.21428571428571427,0.021341463414634148,15.0,7.0,22.0,19.0,0.049479166666666664,3.9575110607337933,False,False,0.21428571428571427,0.09959349593495936,0.4903989429181871,在单侧语料中高文档频率，可能是模板套话
算法,6.0,39.0,0.10714285714285714,0.11890243902439024,26.0,43.0,69.0,45.0,0.1171875,3.124601937798689,False,False,0.11890243902439024,0.9010989010989011,0.490168288161531,高文档频率且跨简历/岗位均常见
接口,8.0,33.0,0.14285714285714285,0.10060975609756098,9.0,33.0,42.0,41.0,0.10677083333333333,3.2155737160044158,False,False,0.14285714285714285,0.7042682926829269,0.4896440394515704,高文档频率且跨简历/岗位均常见
统计学,6.0,43.0,0.10714285714285714,0.13109756097560976,6.0,43.0,49.0,49.0,0.12760416666666666,3.0412203288596382,False,False,0.13109756097560976,0.8172757475083056,0.48474326874752066,高文档频率且跨简历/岗位均常见
模型,6.0,41.0,0.10714285714285714,0.125,8.0,45.0,53.0,47.0,0.12239583333333333,3.0820423233798935,False,False,0.125,0.8571428571428571,0.47725344842822565,高文档频率且跨简历/岗位均常见
部,14.0,0.0,0.25,0.0,14.0,0.0,14.0,14.0,0.036458333333333336,4.245193133185574,False,False,0.25,0.0,0.4739087851928867,在单侧语料中高文档频率，可能是模板套话
软件工程,0.0,55.0,0.0,0.1676829268292683,0.0,55.0,55.0,55.0,0.14322916666666666,2.927891643552635,False,False,0.1676829268292683,0.0,0.47248792711372944,在单侧语料中高文档频率，可能是模板套话
集群,9.0,23.0,0.16071428571428573,0.0701219512195122,9.0,23.0,32.0,32.0,0.08333333333333333,3.456735772821304,False,False,0.16071428571428573,0.4363143631436314,0.46691168046412146,高文档频率且跨简历/岗位均常见
数据处理,11.0,10.0,0.19642857142857142,0.03048780487804878,12.0,10.0,22.0,21.0,0.0546875,3.8622008809294686,False,False,0.19642857142857142,0.15521064301552107,0.4598087554457076,在单侧语料中高文档频率，可能是模板套话
职业,0.0,52.0,0.0,0.15853658536585366,0.0,52.0,52.0,52.0,0.13541666666666666,2.982951420735662,False,False,0.15853658536585366,0.0,0.4406055660161501,在单侧语料中高文档频率，可能是模板套话
能力,12.0,2.0,0.21428571428571427,0.006097560975609756,13.0,2.0,15.0,14.0,0.036458333333333336,4.245193133185574,False,False,0.21428571428571427,0.02845528455284553,0.4209601169742106,在单侧语料中高文档频率，可能是模板套话
建设,7.0,29.0,0.125,0.08841463414634146,7.0,29.0,36.0,36.0,0.09375,3.34232542164356,False,False,0.125,0.7073170731707317,0.4117327132100426,高文档频率且跨简历/岗位均常见
编写,11.0,5.0,0.19642857142857142,0.01524390243902439,12.0,5.0,17.0,16.0,0.041666666666666664,4.1200299902315685,False,False,0.19642857142857142,0.07760532150776053,0.41064428023768673,在单侧语料中高文档频率，可能是模板套话
流程,11.0,4.0,0.19642857142857142,0.012195121951219513,11.0,4.0,15.0,15.0,0.0390625,4.180654612048003,False,False,0.19642857142857142,0.06208425720620843,0.3913745665844569,在单侧语料中高文档频率，可能是模板套话
清洗,6.0,33.0,0.10714285714285714,0.10060975609756098,7.0,33.0,40.0,39.0,0.1015625,3.264363880173848,False,False,0.10714285714285714,0.9390243902439025,0.3906043789673738,高文档频率且跨简历/岗位均常见
提取,8.0,18.0,0.14285714285714285,0.054878048780487805,8.0,18.0,26.0,26.0,0.06770833333333333,3.657406468283455,False,False,0.14285714285714285,0.38414634146341464,0.3838444154919675,高文档频率且跨简历/岗位均常见
模块,7.0,24.0,0.125,0.07317073170731707,7.0,25.0,32.0,31.0,0.08072916666666667,3.4875074314880576,False,False,0.125,0.5853658536585366,0.38269701663611777,高文档频率且跨简历/岗位均常见
级,8.0,15.0,0.14285714285714285,0.04573170731707317,9.0,15.0,24.0,23.0,0.059895833333333336,3.775189503939839,False,False,0.14285714285714285,0.3201219512195122,0.3660489886206825,高文档频率且跨简历/岗位均常见
大屏,4.0,35.0,0.07142857142857142,0.10670731707317073,5.0,35.0,40.0,39.0,0.1015625,3.264363880173848,False,False,0.10670731707317073,0.6693877551020408,0.3569622626836414,高文档频率且跨简历/岗位均常见
良好,11.0,0.0,0.19642857142857142,0.0,11.0,0.0,11.0,11.0,0.028645833333333332,4.468336684499784,False,False,0.19642857142857142,0.0,0.34167466434585003,在单侧语料中高文档频率，可能是模板套话
服务,7.0,16.0,0.125,0.04878048780487805,7.0,16.0,23.0,23.0,0.059895833333333336,3.775189503939839,False,False,0.125,0.3902439024390244,0.32458781498980543,高文档频率且跨简历/岗位均常见
等,10.0,1.0,0.17857142857142858,0.003048780487804878,11.0,1.0,12.0,11.0,0.028645833333333332,4.468336684499784,False,True,0.17857142857142858,0.01707317073170732,0.322964659948663,在单侧语料中高文档频率，可能是模板套话
架构,6.0,21.0,0.10714285714285714,0.06402439024390244,6.0,21.0,27.0,27.0,0.0703125,3.6210388241125804,False,False,0.10714285714285714,0.5975609756097562,0.313918046842725,高文档频率且跨简历/岗位均常见
指标体系,8.0,9.0,0.14285714285714285,0.027439024390243903,8.0,9.0,17.0,17.0,0.044270833333333336,4.06287157639162,False,False,0.14285714285714285,0.19207317073170732,0.31282987013815194,在单侧语料中高文档频率，可能是模板套话
大学,0.0,39.0,0.0,0.11890243902439024,0.0,40.0,40.0,39.0,0.1015625,3.264363880173848,False,False,0.11890243902439024,0.0,0.30908694335679143,在单侧语料中高文档频率，可能是模板套话
调优,9.0,4.0,0.16071428571428573,0.012195121951219513,9.0,4.0,13.0,13.0,0.033854166666666664,4.314186004672526,False,False,0.16071428571428573,0.07588075880758807,0.30654903737299194,在单侧语料中高文档频率，可能是模板套话
研发部,10.0,0.0,0.17857142857142858,0.0,10.0,0.0,10.0,10.0,0.026041666666666668,4.555348061489413,False,False,0.17857142857142858,0.0,0.29973690909979633,在单侧语料中高文档频率，可能是模板套话
编程,10.0,0.0,0.17857142857142858,0.0,10.0,0.0,10.0,10.0,0.026041666666666668,4.555348061489413,False,False,0.17857142857142858,0.0,0.29973690909979633,在单侧语料中高文档频率，可能是模板套话
离线,6.0,15.0,0.10714285714285714,0.04573170731707317,6.0,16.0,22.0,21.0,0.0546875,3.8622008809294686,False,False,0.10714285714285714,0.4268292682926829,0.2781795173278605,高文档频率且跨简历/岗位均常见
BI,3.0,28.0,0.05357142857142857,0.08536585365853659,4.0,28.0,32.0,31.0,0.08072916666666667,3.4875074314880576,False,False,0.08536585365853659,0.6275510204081631,0.2651315184892484,高文档频率且跨简历/岗位均常见
重构,0.0,34.0,0.0,0.10365853658536585,0.0,34.0,34.0,34.0,0.08854166666666667,3.3978952727983707,False,False,0.10365853658536585,0.0,0.2579795239739269,在单侧语料中高文档频率，可能是模板套话
中,8.0,3.0,0.14285714285714285,0.009146341463414634,8.0,3.0,11.0,11.0,0.028645833333333332,4.468336684499784,False,False,0.14285714285714285,0.06402439024390244,0.2553090063959012,在单侧语料中高文档频率，可能是模板套话
数据仓库,7.0,5.0,0.125,0.01524390243902439,10.0,5.0,15.0,12.0,0.03125,4.3882939768262474,False,False,0.125,0.12195121951219512,0.2552810347915896,在单侧语料中高文档频率，可能是模板套话
训练,5.0,17.0,0.08928571428571429,0.051829268292682924,5.0,17.0,22.0,22.0,0.057291666666666664,3.8177491183586345,False,False,0.08928571428571429,0.5804878048780487,0.24472149977983604,高文档频率且跨简历/岗位均常见
实时,5.0,15.0,0.08928571428571429,0.04573170731707317,5.0,15.0,20.0,20.0,0.052083333333333336,3.908720896564361,False,False,0.08928571428571429,0.5121951219512195,0.23205201507038287,高文档频率且跨简历/岗位均常见
数学,7.0,0.0,0.125,0.0,10.0,0.0,10.0,7.0,0.018229166666666668,4.873801792607948,False,False,0.125,0.0,0.20981583636985743,在单侧语料中高文档频率，可能是模板套话
推荐,0.0,28.0,0.0,0.08536585365853659,0.0,28.0,28.0,28.0,0.07291666666666667,3.58594750430131,False,False,0.08536585365853659,0.0,0.2012164581333381,在单侧语料中高文档频率，可能是模板套话
订单,0.0,28.0,0.0,0.08536585365853659,0.0,28.0,28.0,28.0,0.07291666666666667,3.58594750430131,False,False,0.08536585365853659,0.0,0.2012164581333381,在单侧语料中高文档频率，可能是模板套话
落地,5.0,8.0,0.08928571428571429,0.024390243902439025,7.0,8.0,15.0,13.0,0.033854166666666664,4.314186004672526,False,False,0.08928571428571429,0.2731707317073171,0.1935740296929603,高文档频率且跨简历/岗位均常见
完成,5.0,5.0,0.08928571428571429,0.01524390243902439,6.0,5.0,11.0,10.0,0.026041666666666668,4.555348061489413,False,False,0.08928571428571429,0.17073170731707316,0.1666705679735854,在单侧语料中高文档频率，可能是模板套话
建模,5.0,5.0,0.08928571428571429,0.01524390243902439,6.0,5.0,11.0,10.0,0.026041666666666668,4.555348061489413,False,False,0.08928571428571429,0.17073170731707316,0.1666705679735854,在单侧语料中高文档频率，可能是模板套话
团队,5.0,4.0,0.08928571428571429,0.012195121951219513,7.0,4.0,11.0,9.0,0.0234375,4.650658241293739,False,False,0.08928571428571429,0.13658536585365855,0.16439778750121833,在单侧语料中高文档频率，可能是模板套话
生态,5.0,5.0,0.08928571428571429,0.01524390243902439,5.0,5.0,10.0,10.0,0.026041666666666668,4.555348061489413,False,False,0.08928571428571429,0.17073170731707316,0.160834439029159,在单侧语料中高文档频率，可能是模板套话
资深,5.0,5.0,0.08928571428571429,0.01524390243902439,5.0,5.0,10.0,10.0,0.026041666666666668,4.555348061489413,False,False,0.08928571428571429,0.17073170731707316,0.160834439029159,在单侧语料中高文档频率，可能是模板套话
